Curso;Nº do Tópico;Tópico;Foco Principal;Áreas de Aplicação;CHA
Interactive English;373;Whose is this mine yours 05 Exercise Look;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
Interactive English;374;Whose is this mine yours 01 Reflexive Pronoun;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
Interactive English;375;Myself Yourself 02 Exercise Complete;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
Interactive English;376;Myself Yourself 03 Exercise Write;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
Interactive English;377;Myself Yourself 04 Write Sentences;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
Interactive English;378;Myself Yourself 05 Complete The Sentences;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
Interactive English;379;Myself Yourself;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
Introdução a Informática;1;História da computação;Alfabetização digital e uso seguro de dispositivos e internet.;Uso pessoal, educação, apoio administrativo.;Conhecimentos: sistema operacional, aplicativos, segurança básica, navegação. Habilidades: configuração, organização de arquivos, comunicação digital. Atitudes: curiosidade, responsabilidade digital, autonomia.
Introdução a Informática;2;Aula 01;Alfabetização digital e uso seguro de dispositivos e internet.;Uso pessoal, educação, apoio administrativo.;Conhecimentos: sistema operacional, aplicativos, segurança básica, navegação. Habilidades: configuração, organização de arquivos, comunicação digital. Atitudes: curiosidade, responsabilidade digital, autonomia.
Introdução a Informática;3;Hardware e software;Alfabetização digital e uso seguro de dispositivos e internet.;Uso pessoal, educação, apoio administrativo.;Conhecimentos: sistema operacional, aplicativos, segurança básica, navegação. Habilidades: configuração, organização de arquivos, comunicação digital. Atitudes: curiosidade, responsabilidade digital, autonomia.
Introdução a Informática;4;Introdução a Informática;Alfabetização digital e uso seguro de dispositivos e internet.;Uso pessoal, educação, apoio administrativo.;Conhecimentos: sistema operacional, aplicativos, segurança básica, navegação. Habilidades: configuração, organização de arquivos, comunicação digital. Atitudes: curiosidade, responsabilidade digital, autonomia.
Introdução a Informática;5;Sistemas operacionais;Alfabetização digital e uso seguro de dispositivos e internet.;Uso pessoal, educação, apoio administrativo.;Conhecimentos: sistema operacional, aplicativos, segurança básica, navegação. Habilidades: configuração, organização de arquivos, comunicação digital. Atitudes: curiosidade, responsabilidade digital, autonomia.
Introdução a Informática;6;Inteligência artificial Módulo 01;Alfabetização digital e uso seguro de dispositivos e internet.;Uso pessoal, educação, apoio administrativo.;Conhecimentos: sistema operacional, aplicativos, segurança básica, navegação. Habilidades: configuração, organização de arquivos, comunicação digital. Atitudes: curiosidade, responsabilidade digital, autonomia.
Introdução a Informática;7;Pacote Office;Alfabetização digital e uso seguro de dispositivos e internet.;Uso pessoal, educação, apoio administrativo.;Conhecimentos: sistema operacional, aplicativos, segurança básica, navegação. Habilidades: configuração, organização de arquivos, comunicação digital. Atitudes: curiosidade, responsabilidade digital, autonomia.
Introdução a Informática;8;Introdução Módulo 01;Alfabetização digital e uso seguro de dispositivos e internet.;Uso pessoal, educação, apoio administrativo.;Conhecimentos: sistema operacional, aplicativos, segurança básica, navegação. Habilidades: configuração, organização de arquivos, comunicação digital. Atitudes: curiosidade, responsabilidade digital, autonomia.
Introdução a Informática;9;Navegação na internet;Alfabetização digital e uso seguro de dispositivos e internet.;Uso pessoal, educação, apoio administrativo.;Conhecimentos: sistema operacional, aplicativos, segurança básica, navegação. Habilidades: configuração, organização de arquivos, comunicação digital. Atitudes: curiosidade, responsabilidade digital, autonomia.
Introdução a Informática;10;Variáveis, Operadores Lógicos e Estruturas de Controle Módulo 01;Alfabetização digital e uso seguro de dispositivos e internet.;Uso pessoal, educação, apoio administrativo.;Conhecimentos: sistema operacional, aplicativos, segurança básica, navegação. Habilidades: configuração, organização de arquivos, comunicação digital. Atitudes: curiosidade, responsabilidade digital, autonomia.
Introdução a Informática;11;Redes sociais;Alfabetização digital e uso seguro de dispositivos e internet.;Uso pessoal, educação, apoio administrativo.;Conhecimentos: sistema operacional, aplicativos, segurança básica, navegação. Habilidades: configuração, organização de arquivos, comunicação digital. Atitudes: curiosidade, responsabilidade digital, autonomia.
Introdução a Informática;12;Listas e Dicionários Módulo 01;Alfabetização digital e uso seguro de dispositivos e internet.;Uso pessoal, educação, apoio administrativo.;Conhecimentos: sistema operacional, aplicativos, segurança básica, navegação. Habilidades: configuração, organização de arquivos, comunicação digital. Atitudes: curiosidade, responsabilidade digital, autonomia.
Introdução a Informática;13;Segurança digital;Alfabetização digital e uso seguro de dispositivos e internet.;Uso pessoal, educação, apoio administrativo.;Conhecimentos: sistema operacional, aplicativos, segurança básica, navegação. Habilidades: configuração, organização de arquivos, comunicação digital. Atitudes: curiosidade, responsabilidade digital, autonomia.
Introdução a Informática;14;Lista de Exercícios de Lógica Módulo 01;Alfabetização digital e uso seguro de dispositivos e internet.;Uso pessoal, educação, apoio administrativo.;Conhecimentos: sistema operacional, aplicativos, segurança básica, navegação. Habilidades: configuração, organização de arquivos, comunicação digital. Atitudes: curiosidade, responsabilidade digital, autonomia.
Introdução a Informática;15;Armazenamento em nuvem;Alfabetização digital e uso seguro de dispositivos e internet.;Uso pessoal, educação, apoio administrativo.;Conhecimentos: sistema operacional, aplicativos, segurança básica, navegação. Habilidades: configuração, organização de arquivos, comunicação digital. Atitudes: curiosidade, responsabilidade digital, autonomia.
Introdução a Informática;16;Funções no Python Módulo 02;Alfabetização digital e uso seguro de dispositivos e internet.;Uso pessoal, educação, apoio administrativo.;Conhecimentos: sistema operacional, aplicativos, segurança básica, navegação. Habilidades: configuração, organização de arquivos, comunicação digital. Atitudes: curiosidade, responsabilidade digital, autonomia.
Introdução a Informática;17;Configurando periféricos;Alfabetização digital e uso seguro de dispositivos e internet.;Uso pessoal, educação, apoio administrativo.;Conhecimentos: sistema operacional, aplicativos, segurança básica, navegação. Habilidades: configuração, organização de arquivos, comunicação digital. Atitudes: curiosidade, responsabilidade digital, autonomia.
Introdução a Informática;18;Numpy: Arrays e Operações Básicas Módulo 02;Alfabetização digital e uso seguro de dispositivos e internet.;Uso pessoal, educação, apoio administrativo.;Conhecimentos: sistema operacional, aplicativos, segurança básica, navegação. Habilidades: configuração, organização de arquivos, comunicação digital. Atitudes: curiosidade, responsabilidade digital, autonomia.
Introdução a Informática;19;Dicas de produtividade;Alfabetização digital e uso seguro de dispositivos e internet.;Uso pessoal, educação, apoio administrativo.;Conhecimentos: sistema operacional, aplicativos, segurança básica, navegação. Habilidades: configuração, organização de arquivos, comunicação digital. Atitudes: curiosidade, responsabilidade digital, autonomia.
